start_x,start_y,hit_x,hit_y,angle_in,angle_out
375,400,350.0,356.69872981077805,119.99999999999999,60.00000000000002
350.0005,356.69786378537424,400.0,270.0961894323341,60.00000000000002,119.99999999999999
399.9995,270.0953234069303,350.0,183.49364905389012,119.99999999999999,60.00000000000002
350.0005,183.49278302848634,398.2050807568876,100.0,60.00000000000002,300.0
398.20558075688757,100.00086602540378,400.0,103.1088913245538,300.0,240.0
399.9995,103.10975734995758,350.0,189.71143170299771,240.0,300.0
350.0005,189.7122977284015,400.0,276.31397208144165,300.0,240.0
399.9995,276.31483810684546,350.0,362.9165124598856,240.0,300.0
350.0005,362.9173784852894,850.0004999999998,1228.942782269728,300.0,EXIT
